countyfips,countyname,statename,year,month,day_endofweek,weekof,job_posting_type,indexed_change_relative_to_jan_2020
53001,Adams,Washington,2020,5,29,2020-05-29,requiring high preparation,.
53001,Adams,Washington,2020,6,5,2020-06-05,all,.
53001,Adams,Washington,2020,6,5,2020-06-05,requiring low preparation,.
53001,Adams,Washington,2020,6,5,2020-06-05,requiring high preparation,.
53001,Adams,Washington,2020,6,12,2020-06-12,all,.
53001,Adams,Washington,2020,6,12,2020-06-12,requiring low preparation,.
53001,Adams,Washington,2020,6,12,2020-06-12,requiring high preparation,.
53001,Adams,Washington,2020,6,19,2020-06-19,all,.
53001,Adams,Washington,2020,6,19,2020-06-19,requiring low preparation,.
53001,Adams,Washington,2020,6,19,2020-06-19,requiring high preparation,.
53001,Adams,Washington,2020,6,26,2020-06-26,all,.
53001,Adams,Washington,2020,6,26,2020-06-26,requiring low preparation,.
53001,Adams,Washington,2020,6,26,2020-06-26,requiring high preparation,.
53001,Adams,Washington,2020,7,3,2020-07-03,all,.
53001,Adams,Washington,2020,7,3,2020-07-03,requiring low preparation,.
53001,Adams,Washington,2020,7,3,2020-07-03,requiring high preparation,.
53001,Adams,Washington,2020,7,10,2020-07-10,all,.
53001,Adams,Washington,2020,7,10,2020-07-10,requiring low preparation,.
53001,Adams,Washington,2020,7,10,2020-07-10,requiring high preparation,.
53001,Adams,Washington,2020,7,17,2020-07-17,all,.
53001,Adams,Washington,2020,7,17,2020-07-17,requiring low preparation,.
53001,Adams,Washington,2020,7,17,2020-07-17,requiring high preparation,.
53001,Adams,Washington,2020,7,24,2020-07-24,all,.
53001,Adams,Washington,2020,7,24,2020-07-24,requiring low preparation,.
53001,Adams,Washington,2020,7,24,2020-07-24,requiring high preparation,.
53001,Adams,Washington,2020,7,31,2020-07-31,all,.
53001,Adams,Washington,2020,7,31,2020-07-31,requiring low preparation,.
53001,Adams,Washington,2020,7,31,2020-07-31,requiring high preparation,.
53001,Adams,Washington,2020,8,7,2020-08-07,all,.
53001,Adams,Washington,2020,8,7,2020-08-07,requiring low preparation,.
53001,Adams,Washington,2020,8,7,2020-08-07,requiring high preparation,.
53001,Adams,Washington,2020,8,14,2020-08-14,all,.
53001,Adams,Washington,2020,8,14,2020-08-14,requiring low preparation,.
53001,Adams,Washington,2020,8,14,2020-08-14,requiring high preparation,.
53001,Adams,Washington,2020,8,21,2020-08-21,all,.
53001,Adams,Washington,2020,8,21,2020-08-21,requiring low preparation,.
53001,Adams,Washington,2020,8,21,2020-08-21,requiring high preparation,.
53001,Adams,Washington,2020,8,28,2020-08-28,all,.
53001,Adams,Washington,2020,8,28,2020-08-28,requiring low preparation,.
53001,Adams,Washington,2020,8,28,2020-08-28,requiring high preparation,.
53001,Adams,Washington,2020,9,4,2020-09-04,all,.
53001,Adams,Washington,2020,9,4,2020-09-04,requiring low preparation,.
53001,Adams,Washington,2020,9,4,2020-09-04,requiring high preparation,.
53001,Adams,Washington,2020,9,11,2020-09-11,all,.
53001,Adams,Washington,2020,9,11,2020-09-11,requiring low preparation,.
53001,Adams,Washington,2020,9,11,2020-09-11,requiring high preparation,.
53001,Adams,Washington,2020,9,18,2020-09-18,all,.
53001,Adams,Washington,2020,9,18,2020-09-18,requiring low preparation,.
53001,Adams,Washington,2020,9,18,2020-09-18,requiring high preparation,.
53001,Adams,Washington,2020,9,25,2020-09-25,all,.
53001,Adams,Washington,2020,9,25,2020-09-25,requiring low preparation,.
53001,Adams,Washington,2020,9,25,2020-09-25,requiring high preparation,.
53001,Adams,Washington,2020,10,2,2020-10-02,all,.
53001,Adams,Washington,2020,10,2,2020-10-02,requiring low preparation,.
53001,Adams,Washington,2020,10,2,2020-10-02,requiring high preparation,.
53001,Adams,Washington,2020,10,9,2020-10-09,all,.
53001,Adams,Washington,2020,10,9,2020-10-09,requiring low preparation,.
53001,Adams,Washington,2020,10,9,2020-10-09,requiring high preparation,.
53001,Adams,Washington,2020,10,16,2020-10-16,all,.
53001,Adams,Washington,2020,10,16,2020-10-16,requiring low preparation,.
53001,Adams,Washington,2020,10,16,2020-10-16,requiring high preparation,.
53001,Adams,Washington,2020,10,23,2020-10-23,all,.
53001,Adams,Washington,2020,10,23,2020-10-23,requiring low preparation,.
53001,Adams,Washington,2020,10,23,2020-10-23,requiring high preparation,.
53001,Adams,Washington,2020,10,30,2020-10-30,all,.
53001,Adams,Washington,2020,10,30,2020-10-30,requiring low preparation,.
53001,Adams,Washington,2020,10,30,2020-10-30,requiring high preparation,.
53001,Adams,Washington,2020,11,6,2020-11-06,all,.
53001,Adams,Washington,2020,11,6,2020-11-06,requiring low preparation,.
53001,Adams,Washington,2020,11,6,2020-11-06,requiring high preparation,.
53001,Adams,Washington,2020,11,13,2020-11-13,all,.
53001,Adams,Washington,2020,11,13,2020-11-13,requiring low preparation,.
53001,Adams,Washington,2020,11,13,2020-11-13,requiring high preparation,.
53001,Adams,Washington,2020,11,20,2020-11-20,all,.
53001,Adams,Washington,2020,11,20,2020-11-20,requiring low preparation,.
53001,Adams,Washington,2020,11,20,2020-11-20,requiring high preparation,.
53001,Adams,Washington,2020,11,27,2020-11-27,all,.
53001,Adams,Washington,2020,11,27,2020-11-27,requiring low preparation,.
53001,Adams,Washington,2020,11,27,2020-11-27,requiring high preparation,.
53001,Adams,Washington,2020,12,4,2020-12-04,all,.
53001,Adams,Washington,2020,12,4,2020-12-04,requiring low preparation,.
53001,Adams,Washington,2020,12,4,2020-12-04,requiring high preparation,.
53001,Adams,Washington,2020,12,11,2020-12-11,all,.
53001,Adams,Washington,2020,12,11,2020-12-11,requiring low preparation,.
53001,Adams,Washington,2020,12,11,2020-12-11,requiring high preparation,.
53001,Adams,Washington,2020,12,18,2020-12-18,all,.
53001,Adams,Washington,2020,12,18,2020-12-18,requiring low preparation,.
53001,Adams,Washington,2020,12,18,2020-12-18,requiring high preparation,.
53001,Adams,Washington,2020,12,25,2020-12-25,all,.
53001,Adams,Washington,2020,12,25,2020-12-25,requiring low preparation,.
53001,Adams,Washington,2020,12,25,2020-12-25,requiring high preparation,.
53001,Adams,Washington,2021,1,1,2021-01-01,all,.
53001,Adams,Washington,2021,1,1,2021-01-01,requiring low preparation,.
53001,Adams,Washington,2021,1,1,2021-01-01,requiring high preparation,.
53001,Adams,Washington,2021,1,8,2021-01-08,all,.
53001,Adams,Washington,2021,1,8,2021-01-08,requiring low preparation,.
53001,Adams,Washington,2021,1,8,2021-01-08,requiring high preparation,.
53001,Adams,Washington,2021,1,15,2021-01-15,all,.
53001,Adams,Washington,2021,1,15,2021-01-15,requiring low preparation,.
53001,Adams,Washington,2021,1,15,2021-01-15,requiring high preparation,.
53001,Adams,Washington,2021,1,22,2021-01-22,all,.
53001,Adams,Washington,2021,1,22,2021-01-22,requiring low preparation,.
53001,Adams,Washington,2021,1,22,2021-01-22,requiring high preparation,.
53001,Adams,Washington,2021,1,29,2021-01-29,all,.
53001,Adams,Washington,2021,1,29,2021-01-29,requiring low preparation,.
53001,Adams,Washington,2021,1,29,2021-01-29,requiring high preparation,.
53001,Adams,Washington,2021,2,5,2021-02-05,all,.
53001,Adams,Washington,2021,2,5,2021-02-05,requiring low preparation,.
53001,Adams,Washington,2021,2,5,2021-02-05,requiring high preparation,.
53001,Adams,Washington,2021,2,12,2021-02-12,all,.
53001,Adams,Washington,2021,2,12,2021-02-12,requiring low preparation,.
53001,Adams,Washington,2021,2,12,2021-02-12,requiring high preparation,.
53001,Adams,Washington,2021,2,19,2021-02-19,all,.
53001,Adams,Washington,2021,2,19,2021-02-19,requiring low preparation,.
53001,Adams,Washington,2021,2,19,2021-02-19,requiring high preparation,.
53001,Adams,Washington,2021,2,26,2021-02-26,all,.
53001,Adams,Washington,2021,2,26,2021-02-26,requiring low preparation,.
53001,Adams,Washington,2021,2,26,2021-02-26,requiring high preparation,.
53001,Adams,Washington,2021,3,5,2021-03-05,all,.
53001,Adams,Washington,2021,3,5,2021-03-05,requiring low preparation,.
53001,Adams,Washington,2021,3,5,2021-03-05,requiring high preparation,.
53001,Adams,Washington,2021,3,12,2021-03-12,all,.
53001,Adams,Washington,2021,3,12,2021-03-12,requiring low preparation,.
53001,Adams,Washington,2021,3,12,2021-03-12,requiring high preparation,.
53001,Adams,Washington,2021,3,19,2021-03-19,all,.
53001,Adams,Washington,2021,3,19,2021-03-19,requiring low preparation,.
53001,Adams,Washington,2021,3,19,2021-03-19,requiring high preparation,.
53001,Adams,Washington,2021,3,26,2021-03-26,all,.
53001,Adams,Washington,2021,3,26,2021-03-26,requiring low preparation,.
53001,Adams,Washington,2021,3,26,2021-03-26,requiring high preparation,.
53001,Adams,Washington,2021,4,2,2021-04-02,all,.
53001,Adams,Washington,2021,4,2,2021-04-02,requiring low preparation,.
53001,Adams,Washington,2021,4,2,2021-04-02,requiring high preparation,.
53001,Adams,Washington,2021,4,9,2021-04-09,all,.
53001,Adams,Washington,2021,4,9,2021-04-09,requiring low preparation,.
53001,Adams,Washington,2021,4,9,2021-04-09,requiring high preparation,.
53001,Adams,Washington,2021,4,16,2021-04-16,all,.
53001,Adams,Washington,2021,4,16,2021-04-16,requiring low preparation,.
53001,Adams,Washington,2021,4,16,2021-04-16,requiring high preparation,.
53001,Adams,Washington,2021,4,23,2021-04-23,all,.
53001,Adams,Washington,2021,4,23,2021-04-23,requiring low preparation,.
53001,Adams,Washington,2021,4,23,2021-04-23,requiring high preparation,.
53001,Adams,Washington,2021,4,30,2021-04-30,all,.
53001,Adams,Washington,2021,4,30,2021-04-30,requiring low preparation,.
53001,Adams,Washington,2021,4,30,2021-04-30,requiring high preparation,.
53001,Adams,Washington,2021,5,7,2021-05-07,all,.
53001,Adams,Washington,2021,5,7,2021-05-07,requiring low preparation,.
53001,Adams,Washington,2021,5,7,2021-05-07,requiring high preparation,.
53001,Adams,Washington,2021,5,14,2021-05-14,all,.
53001,Adams,Washington,2021,5,14,2021-05-14,requiring low preparation,.
53001,Adams,Washington,2021,5,14,2021-05-14,requiring high preparation,.
53001,Adams,Washington,2021,5,21,2021-05-21,all,.
53001,Adams,Washington,2021,5,21,2021-05-21,requiring low preparation,.
53001,Adams,Washington,2021,5,21,2021-05-21,requiring high preparation,.
53001,Adams,Washington,2021,5,28,2021-05-28,all,.
53001,Adams,Washington,2021,5,28,2021-05-28,requiring low preparation,.
53001,Adams,Washington,2021,5,28,2021-05-28,requiring high preparation,.
53001,Adams,Washington,2021,6,4,2021-06-04,all,.
53001,Adams,Washington,2021,6,4,2021-06-04,requiring low preparation,.
53001,Adams,Washington,2021,6,4,2021-06-04,requiring high preparation,.
53001,Adams,Washington,2021,6,11,2021-06-11,all,.
53001,Adams,Washington,2021,6,11,2021-06-11,requiring low preparation,.
53001,Adams,Washington,2021,6,11,2021-06-11,requiring high preparation,.
53001,Adams,Washington,2021,6,18,2021-06-18,all,.
53001,Adams,Washington,2021,6,18,2021-06-18,requiring low preparation,.
53001,Adams,Washington,2021,6,18,2021-06-18,requiring high preparation,.
53001,Adams,Washington,2021,6,25,2021-06-25,all,.
53001,Adams,Washington,2021,6,25,2021-06-25,requiring low preparation,.
53001,Adams,Washington,2021,6,25,2021-06-25,requiring high preparation,.
53001,Adams,Washington,2021,7,2,2021-07-02,all,.
53001,Adams,Washington,2021,7,2,2021-07-02,requiring low preparation,.
53001,Adams,Washington,2021,7,2,2021-07-02,requiring high preparation,.
53001,Adams,Washington,2021,7,9,2021-07-09,all,.
53001,Adams,Washington,2021,7,9,2021-07-09,requiring low preparation,.
53001,Adams,Washington,2021,7,9,2021-07-09,requiring high preparation,.
53001,Adams,Washington,2021,7,16,2021-07-16,all,.
53001,Adams,Washington,2021,7,16,2021-07-16,requiring low preparation,.
53001,Adams,Washington,2021,7,16,2021-07-16,requiring high preparation,.
53001,Adams,Washington,2021,7,23,2021-07-23,all,.
53001,Adams,Washington,2021,7,23,2021-07-23,requiring low preparation,.
53001,Adams,Washington,2021,7,23,2021-07-23,requiring high preparation,.
53001,Adams,Washington,2021,7,30,2021-07-30,all,.
53001,Adams,Washington,2021,7,30,2021-07-30,requiring low preparation,.
53001,Adams,Washington,2021,7,30,2021-07-30,requiring high preparation,.
53001,Adams,Washington,2021,8,6,2021-08-06,all,.
53001,Adams,Washington,2021,8,6,2021-08-06,requiring low preparation,.
53001,Adams,Washington,2021,8,6,2021-08-06,requiring high preparation,.
53001,Adams,Washington,2021,8,13,2021-08-13,all,.
53001,Adams,Washington,2021,8,13,2021-08-13,requiring low preparation,.
53001,Adams,Washington,2021,8,13,2021-08-13,requiring high preparation,.
53001,Adams,Washington,2021,8,20,2021-08-20,all,.
53001,Adams,Washington,2021,8,20,2021-08-20,requiring low preparation,.
53001,Adams,Washington,2021,8,20,2021-08-20,requiring high preparation,.
53001,Adams,Washington,2021,8,27,2021-08-27,all,.
53001,Adams,Washington,2021,8,27,2021-08-27,requiring low preparation,.
53001,Adams,Washington,2021,8,27,2021-08-27,requiring high preparation,.
53001,Adams,Washington,2021,9,3,2021-09-03,all,.
53001,Adams,Washington,2021,9,3,2021-09-03,requiring low preparation,.
53001,Adams,Washington,2021,9,3,2021-09-03,requiring high preparation,.
53001,Adams,Washington,2021,9,10,2021-09-10,all,.
53001,Adams,Washington,2021,9,10,2021-09-10,requiring low preparation,.
53001,Adams,Washington,2021,9,10,2021-09-10,requiring high preparation,.
53001,Adams,Washington,2021,9,17,2021-09-17,all,.
53001,Adams,Washington,2021,9,17,2021-09-17,requiring low preparation,.
53001,Adams,Washington,2021,9,17,2021-09-17,requiring high preparation,.
53001,Adams,Washington,2021,9,24,2021-09-24,all,.
53001,Adams,Washington,2021,9,24,2021-09-24,requiring low preparation,.
53001,Adams,Washington,2021,9,24,2021-09-24,requiring high preparation,.
53001,Adams,Washington,2021,10,1,2021-10-01,all,.
53001,Adams,Washington,2021,10,1,2021-10-01,requiring low preparation,.
53001,Adams,Washington,2021,10,1,2021-10-01,requiring high preparation,.
53001,Adams,Washington,2021,10,8,2021-10-08,all,.
53001,Adams,Washington,2021,10,8,2021-10-08,requiring low preparation,.
53001,Adams,Washington,2021,10,8,2021-10-08,requiring high preparation,.
53001,Adams,Washington,2021,10,15,2021-10-15,all,.
53001,Adams,Washington,2021,10,15,2021-10-15,requiring low preparation,.
53001,Adams,Washington,2021,10,15,2021-10-15,requiring high preparation,.
53001,Adams,Washington,2021,10,22,2021-10-22,all,.
53001,Adams,Washington,2021,10,22,2021-10-22,requiring low preparation,.
53001,Adams,Washington,2021,10,22,2021-10-22,requiring high preparation,.
53001,Adams,Washington,2021,10,29,2021-10-29,all,.
53001,Adams,Washington,2021,10,29,2021-10-29,requiring low preparation,.
53001,Adams,Washington,2021,10,29,2021-10-29,requiring high preparation,.
53001,Adams,Washington,2021,11,5,2021-11-05,all,.
53001,Adams,Washington,2021,11,5,2021-11-05,requiring low preparation,.
53001,Adams,Washington,2021,11,5,2021-11-05,requiring high preparation,.
53001,Adams,Washington,2021,11,12,2021-11-12,all,.
53001,Adams,Washington,2021,11,12,2021-11-12,requiring low preparation,.
53001,Adams,Washington,2021,11,12,2021-11-12,requiring high preparation,.
53001,Adams,Washington,2021,11,19,2021-11-19,all,.
53001,Adams,Washington,2021,11,19,2021-11-19,requiring low preparation,.
53001,Adams,Washington,2021,11,19,2021-11-19,requiring high preparation,.
53001,Adams,Washington,2021,11,26,2021-11-26,all,.
53001,Adams,Washington,2021,11,26,2021-11-26,requiring low preparation,.
53001,Adams,Washington,2021,11,26,2021-11-26,requiring high preparation,.
53001,Adams,Washington,2021,12,3,2021-12-03,all,.
53001,Adams,Washington,2021,12,3,2021-12-03,requiring low preparation,.
53001,Adams,Washington,2021,12,3,2021-12-03,requiring high preparation,.
53001,Adams,Washington,2021,12,10,2021-12-10,all,.
53001,Adams,Washington,2021,12,10,2021-12-10,requiring low preparation,.
53001,Adams,Washington,2021,12,10,2021-12-10,requiring high preparation,.
53001,Adams,Washington,2021,12,17,2021-12-17,all,.
53001,Adams,Washington,2021,12,17,2021-12-17,requiring low preparation,.
53001,Adams,Washington,2021,12,17,2021-12-17,requiring high preparation,.
53001,Adams,Washington,2021,12,24,2021-12-24,all,.
53001,Adams,Washington,2021,12,24,2021-12-24,requiring low preparation,.
53001,Adams,Washington,2021,12,24,2021-12-24,requiring high preparation,.
53001,Adams,Washington,2021,12,31,2021-12-31,all,.
53001,Adams,Washington,2021,12,31,2021-12-31,requiring low preparation,.
53001,Adams,Washington,2021,12,31,2021-12-31,requiring high preparation,.
53001,Adams,Washington,2022,1,7,2022-01-07,all,.
53001,Adams,Washington,2022,1,7,2022-01-07,requiring low preparation,.
53001,Adams,Washington,2022,1,7,2022-01-07,requiring high preparation,.
53001,Adams,Washington,2022,1,14,2022-01-14,all,.
53001,Adams,Washington,2022,1,14,2022-01-14,requiring low preparation,.
53001,Adams,Washington,2022,1,14,2022-01-14,requiring high preparation,.
53001,Adams,Washington,2022,1,21,2022-01-21,all,.
53001,Adams,Washington,2022,1,21,2022-01-21,requiring low preparation,.
53001,Adams,Washington,2022,1,21,2022-01-21,requiring high preparation,.
53001,Adams,Washington,2022,1,28,2022-01-28,all,.
53001,Adams,Washington,2022,1,28,2022-01-28,requiring low preparation,.
53001,Adams,Washington,2022,1,28,2022-01-28,requiring high preparation,.
53001,Adams,Washington,2022,2,4,2022-02-04,all,.
53001,Adams,Washington,2022,2,4,2022-02-04,requiring low preparation,.
53001,Adams,Washington,2022,2,4,2022-02-04,requiring high preparation,.
53001,Adams,Washington,2022,2,11,2022-02-11,all,.
53001,Adams,Washington,2022,2,11,2022-02-11,requiring low preparation,.
53001,Adams,Washington,2022,2,11,2022-02-11,requiring high preparation,.
53001,Adams,Washington,2022,2,18,2022-02-18,all,.
53001,Adams,Washington,2022,2,18,2022-02-18,requiring low preparation,.
53001,Adams,Washington,2022,2,18,2022-02-18,requiring high preparation,.
53001,Adams,Washington,2022,2,25,2022-02-25,all,.
53001,Adams,Washington,2022,2,25,2022-02-25,requiring low preparation,.
53001,Adams,Washington,2022,2,25,2022-02-25,requiring high preparation,.
53001,Adams,Washington,2022,3,4,2022-03-04,all,.
53001,Adams,Washington,2022,3,4,2022-03-04,requiring low preparation,.
53001,Adams,Washington,2022,3,4,2022-03-04,requiring high preparation,.
53001,Adams,Washington,2022,3,11,2022-03-11,all,.
53001,Adams,Washington,2022,3,11,2022-03-11,requiring low preparation,.
53001,Adams,Washington,2022,3,11,2022-03-11,requiring high preparation,.
53001,Adams,Washington,2022,3,18,2022-03-18,all,.
53001,Adams,Washington,2022,3,18,2022-03-18,requiring low preparation,.
53001,Adams,Washington,2022,3,18,2022-03-18,requiring high preparation,.
53001,Adams,Washington,2022,3,25,2022-03-25,all,.
53001,Adams,Washington,2022,3,25,2022-03-25,requiring low preparation,.
53001,Adams,Washington,2022,3,25,2022-03-25,requiring high preparation,.
53001,Adams,Washington,2022,4,1,2022-04-01,all,.
53001,Adams,Washington,2022,4,1,2022-04-01,requiring low preparation,.
53001,Adams,Washington,2022,4,1,2022-04-01,requiring high preparation,.
53001,Adams,Washington,2022,4,8,2022-04-08,all,.
53001,Adams,Washington,2022,4,8,2022-04-08,requiring low preparation,.
53001,Adams,Washington,2022,4,8,2022-04-08,requiring high preparation,.
53001,Adams,Washington,2022,4,15,2022-04-15,all,.
53001,Adams,Washington,2022,4,15,2022-04-15,requiring low preparation,.
53001,Adams,Washington,2022,4,15,2022-04-15,requiring high preparation,.
53001,Adams,Washington,2022,4,22,2022-04-22,all,.
53001,Adams,Washington,2022,4,22,2022-04-22,requiring low preparation,.
53001,Adams,Washington,2022,4,22,2022-04-22,requiring high preparation,.
53001,Adams,Washington,2022,4,29,2022-04-29,all,.
53001,Adams,Washington,2022,4,29,2022-04-29,requiring low preparation,.
53001,Adams,Washington,2022,4,29,2022-04-29,requiring high preparation,.
53001,Adams,Washington,2022,5,6,2022-05-06,all,.
53001,Adams,Washington,2022,5,6,2022-05-06,requiring low preparation,.
53001,Adams,Washington,2022,5,6,2022-05-06,requiring high preparation,.
53001,Adams,Washington,2022,5,13,2022-05-13,all,.
53001,Adams,Washington,2022,5,13,2022-05-13,requiring low preparation,.
53001,Adams,Washington,2022,5,13,2022-05-13,requiring high preparation,.
53001,Adams,Washington,2022,5,20,2022-05-20,all,.
53001,Adams,Washington,2022,5,20,2022-05-20,requiring low preparation,.
53001,Adams,Washington,2022,5,20,2022-05-20,requiring high preparation,.
53001,Adams,Washington,2022,5,27,2022-05-27,all,.
53001,Adams,Washington,2022,5,27,2022-05-27,requiring low preparation,.
53001,Adams,Washington,2022,5,27,2022-05-27,requiring high preparation,.
53001,Adams,Washington,2022,6,3,2022-06-03,all,.
53001,Adams,Washington,2022,6,3,2022-06-03,requiring low preparation,.
53001,Adams,Washington,2022,6,3,2022-06-03,requiring high preparation,.
53001,Adams,Washington,2022,6,10,2022-06-10,all,.
53001,Adams,Washington,2022,6,10,2022-06-10,requiring low preparation,.
53001,Adams,Washington,2022,6,10,2022-06-10,requiring high preparation,.
53001,Adams,Washington,2022,6,17,2022-06-17,all,.
53001,Adams,Washington,2022,6,17,2022-06-17,requiring low preparation,.
53001,Adams,Washington,2022,6,17,2022-06-17,requiring high preparation,.
53001,Adams,Washington,2022,6,24,2022-06-24,all,.
53001,Adams,Washington,2022,6,24,2022-06-24,requiring low preparation,.
53001,Adams,Washington,2022,6,24,2022-06-24,requiring high preparation,.
53001,Adams,Washington,2022,7,1,2022-07-01,all,.
53001,Adams,Washington,2022,7,1,2022-07-01,requiring low preparation,.
53001,Adams,Washington,2022,7,1,2022-07-01,requiring high preparation,.
53001,Adams,Washington,2022,7,8,2022-07-08,all,.
53001,Adams,Washington,2022,7,8,2022-07-08,requiring low preparation,.
53001,Adams,Washington,2022,7,8,2022-07-08,requiring high preparation,.
53001,Adams,Washington,2022,7,15,2022-07-15,all,.
53001,Adams,Washington,2022,7,15,2022-07-15,requiring low preparation,.
53001,Adams,Washington,2022,7,15,2022-07-15,requiring high preparation,.
53001,Adams,Washington,2022,7,22,2022-07-22,all,.
53001,Adams,Washington,2022,7,22,2022-07-22,requiring low preparation,.
53001,Adams,Washington,2022,7,22,2022-07-22,requiring high preparation,.
53001,Adams,Washington,2022,7,29,2022-07-29,all,.
53001,Adams,Washington,2022,7,29,2022-07-29,requiring low preparation,.
53001,Adams,Washington,2022,7,29,2022-07-29,requiring high preparation,.
53001,Adams,Washington,2022,8,5,2022-08-05,all,.
53001,Adams,Washington,2022,8,5,2022-08-05,requiring low preparation,.
53001,Adams,Washington,2022,8,5,2022-08-05,requiring high preparation,.
53001,Adams,Washington,2022,8,12,2022-08-12,all,.
53001,Adams,Washington,2022,8,12,2022-08-12,requiring low preparation,.
53001,Adams,Washington,2022,8,12,2022-08-12,requiring high preparation,.
53001,Adams,Washington,2022,8,19,2022-08-19,all,.
53001,Adams,Washington,2022,8,19,2022-08-19,requiring low preparation,.
53001,Adams,Washington,2022,8,19,2022-08-19,requiring high preparation,.
53001,Adams,Washington,2022,8,26,2022-08-26,all,.
53001,Adams,Washington,2022,8,26,2022-08-26,requiring low preparation,.
53001,Adams,Washington,2022,8,26,2022-08-26,requiring high preparation,.
53001,Adams,Washington,2022,9,2,2022-09-02,all,.
53001,Adams,Washington,2022,9,2,2022-09-02,requiring low preparation,.
53001,Adams,Washington,2022,9,2,2022-09-02,requiring high preparation,.
53001,Adams,Washington,2022,9,9,2022-09-09,all,.
53001,Adams,Washington,2022,9,9,2022-09-09,requiring low preparation,.
53001,Adams,Washington,2022,9,9,2022-09-09,requiring high preparation,.
53001,Adams,Washington,2022,9,16,2022-09-16,all,.
